"Item_Identifier","Item_Weight","Item_Visibility","Item_MRP","Outlet_Identifier","Item_Outlet_Sales","Outlet_Years","Item_Fat_Content_0","Item_Fat_Content_1","Outlet_Location_Type_0","Outlet_Location_Type_1","Outlet_Location_Type_2","Outlet_Size_0","Outlet_Size_1","Outlet_Size_2","Outlet_Size_3","Outlet_Type_0","Outlet_Type_1","Outlet_Type_2","Outlet_Type_3","Item_Type_Combined_0","Item_Type_Combined_1","Item_Type_Combined_2","Outlet_0","Outlet_1","Outlet_2","Outlet_3","Outlet_4","Outlet_5","Outlet_6","Outlet_7","Outlet_8","Outlet_9"
"FDS46","17.6","0.047257328","119.6782","OUT046","2145.2076","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDF32","16.35","0.06802430000000001","196.4426","OUT013","1977.426","22","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDP49","9.0","0.06908896099999999","56.3614","OUT046","1547.3192","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"NCB42","11.8","0.008596051","115.3492","OUT018","1621.8888","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"FDP49","9.0","0.06919637599999999","54.3614","OUT049","718.3982","10","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"DRI11","8.26","0.034237682","113.2834","OUT027","2303.668","24","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0"
"FDU02","13.35","0.10249212","230.5352","OUT035","2748.4224","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"FDN22","18.85","0.138190277","250.8724","OUT013","3775.086","22","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDW12","8.315","0.035399923","144.5444","OUT027","4064.0432","24","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"NCB30","14.6","0.025698134","196.5084","OUT035","1587.2672","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"FDC37","15.5","0.057556998","107.6938","OUT019","214.3876","24","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDR28","13.85","0.025896485","165.021","OUT046","4078.025","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"NCD06","13.0","0.099887103","45.90600000000001","OUT017","838.908","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"FDV10","7.645","0.06669343700000001","42.3112","OUT035","1065.28","5","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"DRJ59","11.65","0.019356132","39.1164","OUT013","308.9312","22","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"FDE51","5.925","0.161466534","45.5086","OUT010","178.4344","11","0","1","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"FDC14","14.5","0.072221801","43.6454","OUT019","125.8362","24","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDV38","19.25","0.170348551","55.7956","OUT010","163.7868","11","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"NCS17","18.6","0.080829372","96.4436","OUT018","2741.7644","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"FDP33","18.7","0.0930934742","256.6672","OUT018","3068.0064","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"FDO23","17.85","0.14246229066666669","93.1436","OUT045","2174.5028","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"DRH01","17.5","0.097904029","174.8738","OUT046","2085.2856","12","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"NCX29","10.0","0.08929113699999999","146.7102","OUT049","3791.0652","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"FDV20","20.2","0.059511812","128.0678","OUT027","2797.6916","24","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"DRZ11","8.85","0.113123893","122.5388","OUT018","1609.9044","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"FDX10","6.384999999999999","0.123111453","36.9874","OUT027","388.1614","24","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDB34","15.25","0.026480954","87.6198","OUT027","2180.495","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDU02","13.35","0.102511504","230.6352","OUT046","3435.528","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDK43","9.8","0.02681843","126.002","OUT013","2150.534","22","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDA46","13.6","0.117818348","192.9136","OUT049","2527.3768","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"FDC02","21.35","0.06910283099999999","259.9278","OUT018","6768.5228","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"FDL50","12.15","0.042277867","126.5046","OUT013","373.5138","22","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDM39","6.42","0.08949892599999999","178.1002","OUT010","358.2004","11","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"NCP05","19.6","0.018756953777777776","153.3024","OUT045","2428.8384","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"FDV49","10.0","0.025879577","265.2226","OUT045","5815.0972","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDL12","15.85","0.121632721","60.622","OUT046","2576.646","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDS02","10.195000000000002","0.25539489600000004","196.8794","OUT019","780.3176","24","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"NCL17","7.39","0.067779712","143.8812","OUT046","3134.5864","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"FDM40","10.195","0.159803853","141.5154","OUT013","850.8924","22","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDR13","9.895","0.028696932","117.0492","OUT013","810.9444","22","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDA43","10.895","0.065041581","196.3794","OUT017","3121.2704","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"NCP18","12.15","0.028760013","151.4708","OUT017","4815.0656","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"FDK21","7.905","0.010053105","249.0408","OUT018","6258.52","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"NCX54","9.195","0.048157338","106.1622","OUT045","2117.244","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"DRK35","8.365","0.071958197","38.0506","OUT049","796.9626","10","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"FDY21","15.1","0.17348130399999998","194.511","OUT046","4910.275","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDI26","5.94","0.061082177","180.0344","OUT019","892.172","24","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDM20","10.0","0.0364918673","246.9144","OUT018","3185.1872","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"FDV27","7.97","0.040071131","87.3514","OUT045","1062.6168","7","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDF09","6.215","0.012090074","38.2848","OUT027","484.7024","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDY40","15.5","0.15028599","51.0692","OUT019","147.8076","24","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDY45","17.5","0.026015519","255.8356","OUT027","2543.356","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDC46","17.7","0.195068226","185.4266","OUT010","184.4266","11","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"FDH19","19.35","0.033082215","172.5738","OUT035","4865.6664","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"FDZ03","13.65","0.078946455","186.024","OUT045","1118.544","7","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"DRH37","17.6","0.041700756","164.8526","OUT045","2302.3364","7","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"NCI17","8.645","0.14342264300000002","95.841","OUT046","2027.361","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"FDJ58","15.6","0.105296072","170.1764","OUT046","3435.528","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDL12","15.85","0.121531501","59.222","OUT013","599.22","22","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDH35","18.25","0.05810121044444445","164.7526","OUT045","4604.6728","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDG02","7.855","0.011324862","189.6188","OUT017","2285.0256","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"NCZ18","7.825","0.186357148","254.3698","OUT049","5580.7356","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"FDC29","8.39","0.024205661","114.0176","OUT046","2290.3520000000008","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDQ10","12.85","0.033230816","172.3422","OUT049","1207.0954","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"FDN48","13.349999999999998","0.113720344","89.9804","OUT019","643.1628","24","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDL04","19.0","0.112556507","104.9622","OUT017","1587.933","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"FDV25","5.905","0.04441604033333333","222.5456","OUT045","5305.0944","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDD58","7.76","0.059352240999999986","101.87","OUT046","1697.79","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDN04","11.8","0.014087057","180.3344","OUT046","1427.4752","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDV45","16.75","0.045230944","187.9556","OUT018","4693.89","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"NCL18","18.85","0.293417759","194.6136","OUT019","583.2408","24","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"FDR12","12.599999999999998","0.031382044","171.3764","OUT027","3091.9752","24","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDG20","15.5","0.12639886","177.0028","OUT017","2479.4392","2","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"FDZ55","6.055","0.025403898","160.99200000000005","OUT035","2716.4640000000004","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"FDQ49","20.2","0.039057677","155.963","OUT027","3285.723","24","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDN33","6.305","0.123115764","95.6436","OUT046","661.8052","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDN27","20.85","0.039624006","117.2808","OUT049","1523.3504","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"FDW20","20.75","0.040421193","122.173","OUT010","369.519","11","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"DRG27","8.895","0.105274111","39.9138","OUT049","690.4346","10","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"DRI25","19.6","0.033970195","55.1614","OUT045","1381.535","7","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"FDA44","19.7","0.053212652","57.893","OUT035","622.523","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"NCR17","9.8","0.024378706","114.5492","OUT035","1274.3412","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"FDU04","7.93","0.009714595","120.0414","OUT019","487.3656","24","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDF41","12.15","0.131383762","246.046","OUT049","1231.73","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"FDB56","8.75","0.07461309","187.4556","OUT035","3755.112","5","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"NCP18","12.150000000000002","0.028459761","149.9708","OUT027","4363.6532","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"FDB56","8.75","0.07462720099999999","187.8556","OUT046","1314.2892","12","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDT28","13.3","0.063695084","151.0708","OUT045","1805.6496","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDD10","20.6","0.045797829000000005","178.5344","OUT027","2854.9504","24","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDW57","8.31","0.115857223","179.1028","OUT049","3896.2616","10","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"DRB48","16.75","0.024832806","38.7822","OUT013","667.7974","22","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"FDP09","19.75","0.034027909","212.0902","OUT018","3185.853","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"FDH14","17.1","0.0467696","141.1838","OUT013","2247.7408","22","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDA47","10.5","0.116576702","163.121","OUT013","1794.331","22","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"FDG12","6.635","0.004924115333333336","121.3098","OUT045","2530.7058","7","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"DRE60","9.394999999999998","0.278974075","225.372","OUT019","679.1160000000001","24","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"DRK49","14.15","0.035913805","41.4138","OUT013","812.2760000000003","22","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"FDD03","13.3","0.079806266","232.53","OUT046","699.09","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"FDS52","8.89","0.005505481","102.4016","OUT017","2732.4432","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"FDW39","6.69","0.064625342","176.937","OUT019","176.437","24","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"FDX34","6.195","0.071636937","121.7098","OUT027","4097.3332","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDV11","9.1","0.07839307837500001","173.2054","OUT045","3151.8972","7","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDD17","7.5","0.032677677999999995","239.0906","OUT049","5942.265","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"FDZ16","16.85","0.160760054","192.4478","OUT017","4843.695","2","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"FDZ46","7.485","0.06911065","109.0228","OUT035","2542.0244","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"DRA12","11.6","0.041177505","140.3154","OUT017","2552.6772","2","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"FDY58","11.65","0.040081193","227.0694","OUT018","1141.847","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"NCF19","13.0","0.035307322","47.5034","OUT017","680.4476","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"DRJ13","12.65","0.063017847","159.0578","OUT045","2085.9514","7","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"FDB14","20.25","0.171938781","92.512","OUT010","186.424","11","0","1","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"FDJ38","8.6","0.040197932","190.153","OUT035","3036.048","5","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"FDW11","12.6","0.049058014","62.7194","OUT017","866.8716","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"FDL40","17.7","0.01161096","95.041","OUT035","868.8689999999997","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"DRI49","14.15","0.183507295","82.4276","OUT046","1137.1864","12","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"FDV38","19.25","0.102349519","52.7956","OUT017","928.1252","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"DRG23","8.88","0.08670898699999999","151.7682","OUT013","762.341","22","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"NCP30","20.5","0.032835147","40.2822","OUT045","707.0796","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"FDY25","12.0","0.033809913","180.5976","OUT027","7968.2944","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"NCH54","13.5","0.07266912","160.292","OUT046","1438.128","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"NCR53","12.150000000000002","0.144338493","224.4404","OUT027","6976.2524","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"FDS52","8.89","0.009163216","101.7016","OUT010","101.2016","11","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"FDG02","7.855","0.011307038","188.5188","OUT018","952.094","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"NCO26","7.235","0.076855628","116.0492","OUT046","1969.4364","12","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"FDH35","18.25","0.059956876","165.4526","OUT027","5262.4832","24","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"FDB51","6.92","0.038532062","60.5852","OUT045","1314.2892","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"FDX44","9.3","0.043209581","90.8172","OUT017","535.3032","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"NCN07","18.5","0.056816465","132.1284","OUT010","263.6568","11","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"NCC31","8.02","0.019866705","154.5972","OUT035","1402.1748","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"NCX54","9.195","0.048331717","105.1622","OUT017","1693.7952","2","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"NCO55","12.8","0.091221855","105.5938","OUT045","2143.876","7","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"NCC30","16.6","0.027622076","177.6344","OUT049","2676.516","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"FDI16","14.0","0.14164533829999998","53.06399999999999","OUT035","905.488","5","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"FDP16","18.6","0.039355947","246.3802","OUT049","7370.406","10","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"FDB11","16.0","0.060836524","226.8404","OUT035","6301.1312","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"NCB06","17.6","0.082316506","160.692","OUT035","1597.92","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"FDA45","21.25","0.155350299","178.237","OUT035","529.311","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"NCO26","7.235","0.076841095","117.5492","OUT035","1969.4364","5","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"DRJ25","14.6","0.151419185","50.3692","OUT017","1034.6532","2","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"FDR28","13.85","0.026001976","161.52100000000004","OUT018","1794.331","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"FDI04","13.65","0.073209447","197.6426","OUT018","2768.3964","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
